did,louvain_community
did:plc:o5axoe4asbxkso3qklcejm6i,4
did:plc:ijj6bemqpkgzealxt4ppzc3v,4
did:plc:j23pjxwhxcz2d3fetdqslkpj,4
did:plc:gubnwf42jr6dyyygfk4ohlci,4
did:plc:yn3s5syd6psdlfizfnv5zohm,4
did:plc:amf7qgeks42okgksb7yzzd3a,4
did:plc:s7tghl34hovzpgk3erud4dll,4
did:plc:oi7ekgrzjlxuno74mftcvweb,4
did:plc:vjlkry5ut7nooy2oaqtkdqex,4
did:plc:vy5rfopqjmjaizyd3yg7u4wa,4
did:plc:ykefm6u7kn5x3x7ibsuicz5c,4
did:plc:ut2av7nmgad4qf2oe2yi2g3w,4
did:plc:bizmpwjbhzckh7zarjbcfutm,5
did:plc:ph7zqg566reoju7hkguq3wch,3
did:plc:zmcpojmhuv4jnzaicjcgeu5o,3
did:plc:gy7vrolhm3o2v3go5ym6mkgv,1
did:plc:jzhuvhjtfzzezqmrghcahkqq,1
did:plc:lsxmqim33rrwwwpaop33z7fy,1
did:plc:663fyvjqq7jscwgkwliufaob,1
did:plc:vqwfbeedypqphkh5uhprf3ug,1
did:plc:pn7qjaaqnsifjvwvwssj6aqu,4
did:plc:4tzigkcuuo2iuxrm43xdd766,6
did:plc:zxnhptbgfwptlt6j4nqri6zr,6
did:plc:pq2sejjujzvctjb7euwmaelo,6
did:plc:7jf7zz4dqfhvh5o24etdjt6z,6
did:plc:b2t4k2n6jarsitwxlkas2d3s,6
did:plc:auvt7ojo6vjeunmsh6hnie4z,6
did:plc:gu264c2i7rpogcn27xrdc4nv,6
did:plc:vlfbct653cwtoffwvmorixae,5
did:plc:ijdzxlmgobg7n67eigzz3p3j,0
did:plc:tfcawkdipcjayj22baxcseyw,0
did:plc:tka5tpnlmcqgiueawrwuchvp,1
did:plc:kaa335xu2faa6osm5xlcrkiq,1
did:plc:mkgagag4h6gpzpwgycqoiy5i,1
did:plc:6bv2nvs2g36ogjbvimedejqm,1
did:plc:32raqugumd5ybbm3j37tphrj,1
did:plc:6zqxf7misbiduub4qpotxwcu,1
did:plc:w2brfogtggr7nm7pest5gc5c,1
did:plc:s3lepnhsgnulauaclmj4hjbz,1
did:plc:oaq3urxle6lbkltb2ei7p4fq,1
did:plc:ckz5sx5hleeckgt3d74eetny,1
did:plc:72snna6xvqad73opheemutzk,1
did:plc:m27swwk6lwtkvp62yxkgzrhr,1
did:plc:5kbxgp2vkzni7ysmsgwql7e2,1
did:plc:twneh7sp7xpvjhczuhgil5ue,1
did:plc:63k33zojbyh6t7ajgrj73byx,1
did:plc:omtls6mpf2jy77z2abe22ffm,1
did:plc:y6pr23hub2kc5hm6uaj3oois,1
did:plc:r5qqbgz6n5huvcsvzzm6fsit,0
did:plc:ahrerkp6526b6b4gpwb5mw3s,4
did:plc:e4wvc5qkukj4o72aurlnzqp5,5
did:plc:72dqcxi2roxuq7cormpqelv7,0
did:plc:naoyg4l3tki2uibom5z2y427,3
did:plc:zyqqdlcvyjvph5hpv36dqajy,0
did:plc:aq6gop2pgq6q7r455jmiltl4,6
did:plc:n37djirswhjxebcexpbgtacx,0
did:plc:v4owkbzim24knj6plhznm4bw,0
did:plc:ezvb5ipjmok6drbpafbqbqx6,5
did:plc:mio5icpu7roypkpez33h6ipf,5
did:plc:pn4jlkst3wt5tqv5y2zoz5db,0
did:plc:pvtp7iwvl2j2q2tc2a66uwf2,6
did:plc:lnhfqv3xhrsqsjqiwb5hqsd3,5
did:plc:en5ojacvcbxwvattygvxmxxe,4
did:plc:2grokd3vjhaurutlh2o352pk,6
did:plc:6nyfmewlkuzb4x4o47ylahkm,0
did:plc:rzwssbbh2royppm6lulh42t2,0
did:plc:b7mvau5gktkhm63p6s4l7x56,0
did:plc:tit4hofcb62envsfcwvhvsua,0
did:plc:wixly74chglj7h5tulltpstx,0
did:plc:uil6fz63qllrirpxgygqvgv3,0
did:plc:ifzmelichjvsesc32ejc2ryv,0
did:plc:d3ilzlrhuvsfrjmb3cqoazbb,0
did:plc:hxpdqfw7xrplu3sda5vrmbt4,0
did:plc:bx4zl34mqjen4lhm273q3ecx,0
did:plc:5ks4grbuokzkvwcukaizvtqo,0
did:plc:jsd7wntr6jqm5rqta2sdktpx,3
did:plc:5ea4frdye42ujl2yk5btalns,0
did:plc:2ae25imdvspklbqwdekxuznb,0
did:plc:cf47pwkyp4lvy4rjab4m2ws2,0
did:plc:zkl2nlldjyrdfcu4ygpfmwpe,0
did:plc:vzam2fymaefu6g47zl3yjsns,0
did:plc:fgkm6ynzalz2gteqxpaadb7k,1
did:plc:yhtj4mdrwezosmutsgzrlxeq,0
did:plc:2yjbduypvnhqtrfbkrodjkje,6
did:plc:ugzoywkyknethph63mqpie4w,3
did:plc:qcpnd5dlcugj64oqpeepvzwc,0
did:plc:7iln3hpsxghwltsfjq2m7fnn,0
did:plc:ska554zepwvfffrlmovhxsza,0
did:plc:syek3wuosv4wiupqmiqjjayc,0
did:plc:zeyy2kenzbt62crf5tjxgc54,3
did:plc:tslk372qi6se3md5wxgxdwgl,0
did:plc:ch57xxahk46vtlaf65b7yuc2,0
did:plc:zahpozqjxl4liocol7bqintr,0
did:plc:vpvjvas3womj25slmzmecivz,0
did:plc:5yuuvfkhsk3dmn7fhppqy3ah,0
did:plc:hb3hxgt6hjvethkazr4kj4vg,0
did:plc:evt2nn6wdtr5ar5qz4f22672,0
did:plc:egsrotxe3pdaap7jg46n77cn,0
did:plc:jrggvajqw2n27cvkmhbwv4zo,0
did:plc:s5dqj4tz6fiqqbk3vlhvicsb,0
did:plc:jxn4pbprua55ow3a66lz6ipj,0
did:plc:v3tw6zjpqovybk5sx6jsobwu,0
did:plc:qjiklzmwo7wbd33b5afp5gbd,0
did:plc:zpa2zck2q2rixwioiqndi6rt,0
did:plc:3qkwxblqlxoqgtepwi3lg5k2,0
did:plc:jrbr55saxqelu74mifhihri3,0
did:plc:xjhlhcmgw65jvnkhsnb6fqml,0
did:plc:agphyp4thqhgwdufkquiz4z4,0
did:plc:wzeum5s4mfmepoba234dlzl7,0
did:plc:e3bwgswz6lniwjadqqfno3c4,0
did:plc:mbxm4wdmklezjotcqa3g7uto,0
did:plc:x4kq5wkbme72y7yhjat4dkgq,0
did:plc:vftbw64k2b3svip44pn4vaom,3
did:plc:obgitq7heththpwy2rsp73do,3
did:plc:kycdyth6vrvgsxhx7kocf4bd,3
did:plc:k3hrdb55mhvpf6em3pti2gwc,3
did:plc:demox7uohv2lrp7qmo5acupv,3
did:plc:wulzvvjyrbv5nngruofubprr,3
did:plc:xf2nygbpoa4hocvkjhsbgjdh,3
did:plc:yzlkirxqpviyi7lqkkujbbbo,3
did:plc:pgn63iyuyi6qc5cv56epfxko,3
did:plc:jddholl7pzhdrv7e57tmup7x,3
did:plc:opcetztzcjummqtuikhp2gzk,3
did:plc:5zglnjvsppkdlv7cbc7ig23b,3
did:plc:ht4f3itp6j7knsr4wc4rfvak,3
did:plc:npmo6mvkjucm3llpn5pieqqb,3
did:plc:h3pazuybxybk4vz66hfdjlbj,3
did:plc:5b6a3tyb7olsppoewfwl5flf,3
did:plc:vzwzvueaz7l3wcw6plvkxb4x,1
did:plc:t5oogep45taiaflh233p4bss,4
did:plc:p45vss33nelofxbr5tu5ijor,1
did:plc:muftkfuqerncr4xkmhqiuch4,1
did:plc:runlprwktfw4mkq4xmokh5du,4
did:plc:5dultvohsihpu3t7trxdxnfd,7
did:plc:3223c3ca6o72bav6gyl2snoh,0
did:plc:wzhczj633fqzrcxbsgd2ssj2,0
did:plc:245zljxu57hx2czkfwhd4447,0
did:plc:xxqyk7wci46rvz4r7oaklpb7,2
did:plc:qtbgyftw3wxylhahnazdy7bu,0
did:plc:j2bnsypeqvzudets5vzsrxoq,2
did:plc:edvu2clwdc6ve6dpuyo46b6p,2
did:plc:g74c2kkrz3zcxvkpfcuf5qrq,2
did:plc:x3jmjydpn2povhz5loedsclo,2
did:plc:nsdoj4eijl644g2rht3zfaot,2
did:plc:t47x3ntsk7yiuizx67hdo46a,2
did:plc:pchwdnpmzd7gpockqydgxral,3
did:plc:3hopw6xcgdxlbt63a7nelbqh,2
did:plc:aytusng5uqf36aupdw7gre6x,0
did:plc:j4slxeuntvqc2covkj2z7nyk,0
did:plc:upeoyam5mpawsxn22wmxezfk,0
did:plc:236o24xb3hqa5vv2ydagay7v,0
did:plc:a4vzqbxgf57l5xv7fzzstwwn,0
did:plc:qvaurzg6bbafa6kekq3ybjl6,4
did:plc:73h4ar2mu5dcbsyhmhvrq4z5,4
did:plc:33cykgonidyumd6ukwtevpfj,5
did:plc:zmcnreuzsmeursqalmlrepma,5
did:plc:uzfwrpmibffag4rxsqvpklt2,0
did:plc:nweb7ea7vf2nqnqv3rnrpadz,3
did:plc:d5lmmde7jltcrrjftlje5bsb,3
did:plc:kpo2sorx2p7jigkhgdoj4yd3,5
did:plc:fd4brjhc52vtlevskyfovaib,5
did:plc:g3iwrdxv35j6elx6t2edu5t5,0
did:plc:clvy22pqeh45gl2ryo3yxphm,6
did:plc:txmu6k7qb4pi3nkkufj4lz4i,3
did:plc:2nyj3ga2wphkpyivniek3pic,2
did:plc:tb6vkesjdwdgvm7hl6e5cudj,5
did:plc:jmw4z42vp7oagrxma4ylbykm,3
did:plc:mrizz4oocq4hg23kde4sfyrh,3
did:plc:kzjntm4r2talj5rrpplq4qeb,0
did:plc:22pon7kiunnynxuzjuojbc6p,5
did:plc:5bifne3izaakpggdl3bsnzsk,3
did:plc:6shscawlrv5cccutefj6bipj,3
did:plc:zlybfu2f2sz3ej2p2e6ke376,5
did:plc:yxicb5j56zjli56n3zjrqud3,5
did:plc:nv2zsbex3b473yo7oyumsdn6,5
did:plc:kgzbmer43s77t4iemaubi7nx,5
did:plc:cn5ms5fedxrqulzop32hjuy7,6
did:plc:kos2rncg2nc4v4iosbfj7ryf,5
did:plc:nisurt4ji27sra3c4st3423b,3
did:plc:2ckxxst4ftrqrxqxdygaa7mi,3
did:plc:dckbkwdsgb43mbufglwajh5v,3
did:plc:sguwho2yylvxa3daieof7xdo,6
did:plc:qilj5opdwy7vqcuest2hzba4,6
did:plc:yhkxalw2aunn7cui7yuzeuuo,3
did:plc:vg3thtvfbgfrr3u6pf6hy3yk,3
did:plc:6porwqpbx7z5ltj6jeu4kjut,3
did:plc:ihrhxzya6p4v2wb3fdadwyqq,6
did:plc:g253sa4fmaej3iq7zybhv6b2,2
did:plc:y77hmt4ost5n5cnwyvy7qyk7,0
did:plc:jkbd5uj73eaqsx4we2n326mv,1
did:plc:bhdap3w2bseikypfnjmaskzf,0
did:plc:kxzeslj5en7gswzyha4bwu7s,0
did:plc:lcm6nup5bfiti57uhrfu37vl,2
did:plc:tyyzqlank7n6hctr2qqnuxke,2
did:plc:zsuakgnp37j2djmp2sqavyzl,2
did:plc:cyjoqtrgvkznr4pbivnwbydd,2
did:plc:qpvqdbj5vzymzi7t3exz326i,5
did:plc:phryek6ebah5qzu6fqo64c56,2
did:plc:begbudti62uoubhes3bgnnq3,3
did:plc:ddgdervori73nrsshrfhhyxw,2
did:plc:p54ed3lfg6dyq6lzqcouj6cn,0
did:plc:b4lmxu27hoaw2sjtlqeeplsu,3
did:plc:vlbpdban632brzgecx2wjol2,2
did:plc:mihk4uzr4yf3qmu3rixwczqd,2
did:plc:sa6dezmm3qzx42bxmfpfrmfn,2
did:plc:6umh5gdfwtnjeqzeetglzway,1
did:plc:dpvfcwrckeeb6sazwies2bqq,3
did:plc:mcvwg3gimajomxlbkzbhecgn,1
did:plc:4wnrbwhdl6pdhp52m3kpvm5z,1
did:plc:crmxtjj4blt5re5wxf7ak3q5,1
did:plc:4cqzy3ec7n256xc4xznqo2rr,2
did:plc:tslalkz7cio3cyxrcluzch7j,1
did:plc:kpzgkpwezlngzibmv6jzzjmg,1
did:plc:o743tvi6vuhvp7vriosfp5vc,1
did:plc:72y2qjli4df475pdg5soqofr,1
did:plc:25si7jgnzak7ajawwexjh2qa,1
did:plc:xp4l2qlx5i7t3fnfshvvnauo,1
did:plc:z6ntn2xjafpizjvfwnwmjknz,1
did:plc:upoywi7akpwvsaxlzdoy7rbc,0
did:plc:m5bmdejmpengexkk3hlr3lsa,0
did:plc:mtqpf7fesb3vw64joeqnofjn,0
did:plc:xd6ccwmihzp3vacv23wqhtpz,0
did:plc:lohubs4fsbcz7gz4hkbci63k,0
did:plc:jlww35sc3tlcwtqw7ahbpazg,0
did:plc:tinnwcfbhuczypdwqtbl3pac,0
did:plc:npcwlywgtrtpcuvftzrqwwcv,0
did:plc:kt4ldnvqz6yl6ptu7cvi355x,0
did:plc:kx4ldj5k2kqkzywteg72agvq,6
did:plc:ob7bklfh5onn4pbx47utsi5j,0
did:plc:azfmy2wrhadog2lpg7cg45jz,0
did:plc:azbljxx6rmxhztjkob737pyn,0
did:plc:6xd3wvnq2tyoybgo4nx4tgdo,6
did:plc:roexl7vkeegkefzmjufigen5,2
did:plc:nibzejigcy7cfuux6qn23nhc,3
did:plc:bx5jxhbfwvs4xlqvwg2moi3c,1
did:plc:a4eyor3ipwrqv7ba4xundaum,5
did:plc:7jke4kik2o4wdrqxzj2dnh2m,1
did:plc:hppum4l25hcczzffastsicpq,0
did:plc:zghooge27vcyvdhthcl6swsa,1
did:plc:vcz5qi3iezlp6hx2zmgz4r2d,6
did:plc:efgvdec66cp6ycqby6lcqojh,7
did:plc:43xbsmlobn42usbesekm7de3,0
did:plc:utquhcc4joauxjrhhhryvzgh,5
did:plc:nm4z7vyopx2vde226kabb4ei,5
did:plc:czbj2xakojbgpssfdoxiy2ds,5
did:plc:3s3xqeh23wnqvwhjsj3xlnmz,5
did:plc:ed6qoqp2rzdwjopz67lzrhbn,6
did:plc:olljd7vsqdvg5p43f6hzhgqn,5
did:plc:j2e3etalu6otgeecfcpddbju,3
did:plc:2l5rntbimqs6aidqmbhfyvgi,0
did:plc:uiqkqq7reu2q2mhb2g7nvdxg,2
did:plc:2jasxunhkuvviiw2o2zaj55w,2
did:plc:iwvoynt3fyhwi766zst7m4nh,3
did:plc:rfzli37uoyzucsshish7dmwa,2
did:plc:xvczb47od34qewhgepjxeb5u,3
did:plc:y77qpnhfdcxljma655dwnyuj,4
did:plc:h2z3wyudyibz336g72yq52ti,3
did:plc:5er6rvbfvwxpsggpfoerq2mb,0
did:plc:7z3sxpd2sil33dxo4t22psmd,6
did:plc:rc2rfckfv2sf7ufs3vus53cz,6
did:plc:vkwmmusnminszj6oeyiat3bp,3
did:plc:ivdigyekreithuv3yvlmy25k,3
did:plc:lxlt2glf2mc5vuc7v2k3qrbg,2
did:plc:ffczkb2jn5ceck4dfmvigv7u,3
did:plc:argzjkbaawxgwk2an3aru6re,3
did:plc:gp6chsvrco377a5gimmjhzub,3
did:plc:oyywiwginoongwvcaxdh223j,0
did:plc:jmkrusn4vgtq4m2h23iwdmuc,0
did:plc:5uwrn2ces5mq7k6wl26s6hzo,0
did:plc:vdfzchjgo2ga3bwgf6vmatrj,0
did:plc:5w7bhdhxh3rnjsm7wde74vhv,0
did:plc:3gr72vkifs5mnxmkmzqubiwl,0
did:plc:crb6pyosee3b6pczm6xnxfvk,0
did:plc:55x5knzyjjjnhsa4g4f6hyfg,7
did:plc:ssmkwsd5gjoixktzfj7hzwxl,5
did:plc:cuzq2hmk7v4sh4utu5uv2gwo,2
did:plc:qkinvvmhbq7b36zxc7oig5am,0
did:plc:zt6426eiiq2di54goktzcnhf,3
did:plc:scjtowxzogrwzc4563usf4a6,2
did:plc:i5u7tdcmqyyt7cbs4utuqwol,5
did:plc:xr6r7lqhgvz5utiacpujb4c5,7
did:plc:hj6n4ktyvps3emu3htxjkf5s,4
did:plc:md5jfkdi2cr5unhjvwunjmic,4
did:plc:7swysgqknn52f2kwsdlkmqdi,2
did:plc:4rvh267zqdjbydmv2ynjygyw,3
did:plc:e6pwblself2cokmy5ogmf2sm,4
did:plc:6ut7jprdbjpi2kkptrhjdmvs,4
did:plc:gkvuwwqep6ju23je5zcbpgxh,4
did:plc:vacadpflletjw4wjaz44iobc,4
did:plc:rvhaks7oysp26in6abllfp2s,0
did:plc:ytclddjm5b2nk6c7onijbgfd,0
did:plc:dbvba344gog6ewgtx75qqukj,7
did:plc:qtfealqxitbhxdfl27ikv2wz,6
did:plc:qi6n5zhbzx5d3tjtj4bogczw,3
did:plc:lgij7egmamep4gihdes5tmmu,3
did:plc:nai5fbf4q6g5la7applshi2a,3
did:plc:yd2pbgj562euces7i4ezwtzb,3
did:plc:2iryf5cen5ijdhh7tcnuummr,3
did:plc:bfbzfh4t74yr63fok66tz3fq,3
did:plc:wkuiuig6yvhiuafmuowswqv6,3
did:plc:jkmcb2wiljucyjjjzwhfuyb3,0
did:plc:wraqgxzs5nujtplwb4msgv3b,0
did:plc:x3v7jwickkzpc37wed7ckyyv,3
did:plc:zsbwcse23cuh6oe3igsbwmqc,0
did:plc:thwvulch5v3ysz45qbloosx3,0
did:plc:tjbpsljmu5vpq6wtr6knuiog,3
did:plc:2cav2jyfgfpl2ahd6spouwng,3
did:plc:exblabc2urlabi4sq4ukdlae,3
did:plc:e2zwayytpthawgm72tqky364,3
did:plc:zcoh33577awtqezl4ppiauuh,3
did:plc:mgcvbckyvxm5rm2xayvb7yqk,3
did:plc:mwcfj73equnh6ouwcird5pek,3
did:plc:kuyoj7zcfwy7dujpnryagjxm,3
did:plc:7nxnnnfse2f7adn4vjkbvcu4,0
did:plc:wnumzunzjibrkbkg4kal27kc,3
did:plc:2tsd55kfxutxhe6jomay3mxx,3
did:plc:wf7vnehkkhuwnfbf3vaxfti6,3
did:plc:bf3hwgpg4vsa2uyvch7niv7q,0
did:plc:vidoybsk7asoc7v3fd7hwlpp,3
did:plc:7vbbdszunpnveohart7lkhkx,4
did:plc:x7fttyvj7n3agoqlsyn6pvmh,6
did:plc:xng22bjofc6aaho5pi7fphrl,1
did:plc:zhut4cqffjxwyxb3d4hnp7l3,0
did:plc:msrejcwznkdddry4lsjm46xg,0
did:plc:uyzubczaip2px55iqrljl2ui,6
did:plc:ogfabfyevn5dfkq2ydrf37bu,6
did:plc:7pvn6t5uktdonotantookzsc,4
did:plc:ymsgwxvflyda343ea7hoh4wo,4
did:plc:o45eqxqpoos6le2q4wnuk5ja,2
did:plc:xe5ip26rjnjaqjgwq3gqpz3v,4
did:plc:xwyjfkh5by4lwui6gsn6wauw,0
did:plc:76nrf6hcsaci3tk7tno6bing,0
did:plc:qnljxd2ew2boonyafpsn6mti,0
did:plc:7p7znq55uljasgmspafp35yo,0
did:plc:kox6enipdffihsjyvukmqgga,0
did:plc:d2xcbd4dvfx5ddtzwkrustzd,0
did:plc:ulxhb72mbdrc73rnexdpfral,0
did:plc:kndlfdydnssan2weck55rv7p,0
did:plc:sewdxxvbjg2izcv5iqpndytz,0
did:plc:dgnrzbuhab43o2kaaljaj33e,5
did:plc:5dg6a6t3a7gs7iycygpmpeeh,0
did:plc:x26iektupnygiutgzhfircxl,0
did:plc:dmw5mpzo3xsnitq3mhu3wrzk,0
did:plc:lcvusrfng2u7bdycmmfrp34f,0
did:plc:gxocugo4nweuxrqzwxzcycfw,0
did:plc:c2xzotwdx2bxipeq4tkdqv2k,0
did:plc:qukbrrzrhh7i3oxdhyuj4eoy,0
did:plc:ndrkvvs34iun3tmwmrbetfh5,0
did:plc:hgtl6yo5inc2yhjc4csmpdm5,0
did:plc:sydgpvanh46u766n536r33oa,3
did:plc:jm6fxyuoh64ybzdp7ckgvp4x,4
did:plc:6lxlbrzmc3uxbmk25eo2lj2h,4
did:plc:2ezliadi3idbeaxi6kzr7qvc,4
did:plc:frd7z25i66vcxhl75vxnuzx6,0
did:plc:k6icdendy255kankozfy3ezd,0
did:plc:7dq6rvlszjrkm2it4xfnf7jt,0
did:plc:w2ed5pn66xwjhxsxd75s4yic,2
did:plc:pratu7hmemczcnfsfaus63gy,3
did:plc:ivjcwor7duiezshkicf2pvcn,3
did:plc:hqvkw2j7d6kzjr6cynqekaaj,3
did:plc:57xj6plsge4jcafsw4man7fn,3
did:plc:vatzbz5i2wef6bd5x2mhgyay,3
did:plc:3neafkfl7mcl4rfnbbz7tkgc,3
did:plc:7nxeqvcughernk3zqnegmcrn,3
did:plc:42yeoo6zi42v4jzhhoidzptj,3
did:plc:aduwcslgp5tjfrqwwex4vyql,3
did:plc:nuewsn6um7iaek63pjwg3qtu,3
did:plc:ylmreq33wbobqjwd7plmu56b,3
did:plc:qh45xdfleilwsvnockypzgnj,2
did:plc:rfanxcgngrqhli3idec4yfly,2
did:plc:grno66lg4monzcslad7ulp57,6
did:plc:r5r7bk2bw6dlmpfsxyucfqo4,0
did:plc:ubkxmgqe7qvaitbdk5xdudvc,5
did:plc:45w6bjnqdazzfz6wzz4emjom,0
did:plc:4rpaxirqfwqkwoxmaxvky3np,2
did:plc:xgbhgeevmkjs5bt5yzu2hxbx,0
did:plc:xgfbf2dpzafmxy2qzs7ysmz2,0
did:plc:iomaakkfa7tzzajx36duyrff,0
did:plc:6gdyilyfrpn2l727gxoytkau,0
did:plc:dwnnpzgyxtpllhqautbdvs73,0
did:plc:6ooho4knnmfcsompzr4fj7b5,0
did:plc:j2u5fsld36j6ofaruay2tdgt,0
did:plc:4bmtbktlju55roliayf62lld,0
did:plc:6ivqs63s7glmcswb6j2fzemm,0
did:plc:xghsolohp7knu6h3obxmvjqr,2
did:plc:pjcl722dcpnp4s473nom3kw5,2
did:plc:w5ddfqp7ww24td7g4qdksnor,6
did:plc:u6mzcpvbpy2xf5hx4imilhkt,2
did:plc:gmxopts2kvwedtddq5ve5br4,3
did:plc:j5zncjurmctgykcekbjycvp2,2
did:plc:u3k6qw6btljenkkw7ebmb2ol,3
did:plc:67qay4rhvux6in32mp3lfw2i,7
did:plc:a43dynolszyup4qbdyfizyzy,2
did:plc:z3ao6ykf6pihzfcbibccxkwa,2
did:plc:fttdfcyhc4j7bca7xqxeomwb,2
did:plc:okne3le4ajtduvmq64sycgu2,2
did:plc:ebynbmctkmhko7budhwqrkgw,2
did:plc:wclfqb6cit5qaj7wjkkjnkco,2
did:plc:b6cbo3egprlpbighlnt6lany,2
did:plc:iolxtxakcuyi3jmx6eaagviy,2
did:plc:ztadprh533ve2yw2xv5kznuq,2
did:plc:mtdr5eo4goquqx2dv4z6akal,2
did:plc:pnwudxe6jub3fgbdz7m5own2,0
did:plc:gigzu52xrmn5fbydwglmpisa,0
did:plc:krihmuoa6onfabqk22dlt2na,0
did:plc:mrpolyck7go73uhjb6gakvij,2
did:plc:w5qg4vjiu4chmk7e6tclnwdt,2
did:plc:d635faxkb6i247ome2z7gqry,5
did:plc:vopiput76fgwhhbfzpnkm3fn,2
did:plc:vjj6qam76km4x76kksokmqj5,2
did:plc:qjfbryoacq3sm4qkjcfv5tvs,2
did:plc:aewvpnupvicpy5l74zwyu37c,3
did:plc:eoqrl5qwvab4i72pf7opuc3i,3
did:plc:fx3k2tvsaonx4o3k6slc3fbb,4
did:plc:jemiwsecyhadfze2z3vwrrqv,3
did:plc:52eh23yafhyjuuldtsqfhpu3,3
did:plc:76ld7wdw2atvsg3xscsgd4zs,2
did:plc:w2cqvcwfhn74ss6ry4yhdo4d,2
did:plc:kqjk2ldhjpy54tr4ywyny3ly,2
did:plc:7bv35a3ufr7po2if42qrnpdv,5
did:plc:a5bzluifrloedmg4j4bvnxuf,2
did:plc:fbsqzeh3ym57tkudtokpn2xb,7
did:plc:3meydcdcgqzjtidgttqv6vng,2
did:plc:qhzgav527wvndvsvzzhuzob5,7
did:plc:u75wc4xudo7g3f6lapv7dhjg,4
did:plc:3ivcmjiprwgkojocdr5a6gxn,7
did:plc:it747eyahy5dwdk3xbt4hwk4,0
did:plc:xyvzpy5iau4rkvvbql43gdpa,0
did:plc:464z4fpqk5edcvxh6zmxgdsu,0
did:plc:esww64ahvx3an6xirwdgnhz7,4
did:plc:oldn4bppv3jdcwxv4xjygwwm,7
did:plc:qacx3bghxrlihoervdesjfzy,7
did:plc:yfhwnmzryjffs5vok2oyiq76,7
did:plc:s2shlfl6l5j6wfvpaa2rruss,7
did:plc:64e7ugypftzwcjmdnsocr53k,7
did:plc:jbafugmpdflqfx4isrhy5ooy,7
did:plc:p3euklm7ocueiwzy7dsmbe54,4
did:plc:ee45dgduew3mkcxrqvt6yquo,7
did:plc:nhmo7p5qxxdfs5blmw7pqicj,0
did:plc:dkfjzsrenieaksw4eleadq3n,1
did:plc:tuwsa2264kj4hrbsuvq3xr7g,1
did:plc:u2wszg3u6ltisuhrgszhb7pc,6
did:plc:3ikureiocqbd2jifeibm5jtm,6
did:plc:opezvkgca6khjjix5gv6aewa,6
did:plc:x2f7jitcayr3launrzl6e7ui,4
did:plc:xyutovx23h64urawewit7mtp,6
did:plc:4mlhgfwtc7vme64yu3tbkhsb,4
did:plc:4vbpx2mcgj4m3qoqcsi6uk65,4
did:plc:ing6olftmr3ygv7zueugphbg,4
did:plc:74blu6peugsvypx7535s4x3c,4
did:plc:6wnqregnlq67zguper6h6ctd,4
did:plc:iq5xyktlgbaf3s6pthtuuxs2,4
did:plc:kmqa6ybu75bsrh2a7ccavy6g,0
did:plc:itti6sif3lprfuukni2xeufq,0
did:plc:7rukc5yxpxl32kjib7prfzx4,0
did:plc:hrplwolz4q724skkl7pqcr5k,6
did:plc:ktmgp5ka5zke7csvvv4g444q,0
did:plc:tlulka4j6z4ho7gku6rqijrt,0
did:plc:usbvkjg3wta3bo2pnmucec7i,0
did:plc:ii43zgvrbgrcssm5tjvftxan,4
did:plc:get2cflgecx5vlr4573i5z6a,4
did:plc:3jflltilkhwvjz3cut2h3ovp,4
did:plc:ojcwzlc366ueqz3vedu7s66o,4
did:plc:ooensn4mr5mhznzypvxelfa3,0
did:plc:vuxpd3gs2yfbf4bn4kibzhmx,0
did:plc:bpceihrkbax5iqzofpgnv6dg,6
did:plc:oecqodar6oluu27qeauoxguc,4
did:plc:txcgvoosd3dwiyr7yajuqz6p,4
did:plc:nksmvcbt6ygwilcdj23umtak,4
did:plc:yigsuapvxh6qbys47j2aibzz,4
did:plc:qoyz7rol2bigh6dvdz52cfyv,4
did:plc:zww7zcph4w2vd5aa2kvzvwxq,4
did:plc:qjq2j4jq66vp5foaw3oqb4ss,4
did:plc:6wehi7a3uuujjktbm53mpl4l,0
did:plc:gvlamxqwik634kaibcfpdv2s,4
did:plc:ll6mz7nvgvcf4ifihowhb3kc,4
did:plc:msyd5ar5tpbi67stqnk5335p,1
did:plc:d6226jtosbkjalqfq75ptgdy,2
did:plc:25l7klhdst2xdkgp6buhsuw2,2
did:plc:hunpmh47rnrpvcictncogiq3,2
did:plc:or4pvtkstg6iipybqlmx6bnk,2
did:plc:6nwaopmaol7tvmqhdugqazsy,2
did:plc:2xe5jzf5ahn6fnpduqpiroha,2
did:plc:qlbnlrd3qiruzzx2jbcf4ogz,2
did:plc:reoypdkob55htc3ywss6de76,2
did:plc:c2p3djabobthoh3temohkbve,2
did:plc:dn3cst73ck7hikg4kks4yjo7,2
did:plc:dt5ppuadl633grnxxahslxme,2
did:plc:enes6xxvdz6vrhe2clt6x4tr,2
did:plc:lbgxwdt5cc3rbeqgayson2kq,2
did:plc:qxeyz46wgepekweqren4ps5b,2
did:plc:mvbwghdihmhpyd5p2zf6j4zu,2
did:plc:djtyba73gp5np2sy6xtu6vsc,0
did:plc:tyi4boeweygeo6wea7bsrj7w,0
did:plc:nu2dnq6t4q6hpifmdnrjhm4v,0
did:plc:uvquqg5p34c5f6d65r7yqzxc,0
did:plc:oogxmzmgauh5ug2tfe5vc7wm,3
did:plc:lnoobhvykmewlka7t45ivqd6,2
did:plc:h2xekkptbr6hpnnyl52snjhu,2
did:plc:bfsqetco6cgsuk467nopnn6n,2
